AppID,Genres
403590,Simulation
403590,Early Access
1712670,Casual
1712670,Indie
1712670,Simulation
855860,Action
855860,Indie
1053700,Indie
1053700,Early Access
625630,Action
625630,Adventure
625630,Indie
1617420,Casual
1617420,Indie
1617420,Simulation
1617420,Early Access
1640120,Action
1640120,Adventure
1640120,Indie
1640120,Simulation
1640120,Early Access
1236760,Simulation
1964940,Sports
1321010,Action
1321010,Indie
1321010,RPG
301200,Action
301200,Casual
301200,Indie
455490,Adventure
455490,Indie
455490,Simulation
1591340,Action
1515420,Action
1515420,Adventure
1515420,Casual
1515420,Indie
1515420,RPG
1539950,Indie
1539950,Strategy
1961230,Action
1961230,Casual
1961230,Indie
1961230,Early Access
1922600,Adventure
1637200,Action
1637200,RPG
1637200,Strategy
1388110,Adventure
1388110,Indie
1388110,Strategy
1432200,Adventure
1432200,Indie
272270,Adventure
272270,Indie
272270,RPG
272270,Strategy
1017880,Adventure
1017880,Casual
1017880,Indie
1576930,Adventure
1576930,Indie
1576930,RPG
302060,Indie
302060,Simulation
802050,Casual
802050,Free to Play
802050,Indie
493100,Indie
493100,Early Access
827460,Adventure
827460,Casual
827460,Indie
928880,Simulation
928880,Early Access
806740,Indie
399070,Action
399070,Adventure
399070,Indie
1684240,Adventure
1684240,Indie
1684240,RPG
29160,Adventure
29160,Indie
1296580,Casual
1296580,Indie
1296580,Strategy
1165490,Indie
1576110,Action
1576110,Adventure
1576110,Casual
1576110,Strategy
833980,Adventure
833980,Casual
833980,Indie
762360,Casual
762360,Indie
1045430,Adventure
1045430,Indie
1045430,RPG
1045430,Simulation
1045430,Strategy
1045430,Early Access
1757260,Action
1757260,Adventure
1757260,Indie
1757260,Early Access
621290,Action
1171040,Casual
1171040,Free to Play
1171040,Strategy
1171040,Early Access
314050,Casual
314050,Indie
314050,Racing
1511650,Free to Play
1511650,Indie
1511650,Massively Multiplayer
1511650,RPG
1511650,Simulation
1511650,Strategy
562860,Action
562860,Indie
1031210,Adventure
1031210,Casual
1031210,Indie
1031210,RPG
1031210,Strategy
850970,Adventure
850970,Casual
850970,Indie
1864460,Adventure
1864460,Indie
1864460,RPG
1864460,Simulation
1577280,Adventure
1577280,Indie
1577280,Strategy
1742120,Casual
941620,Action
941620,Indie
217920,Action
1589240,Casual
1589240,Strategy
1151050,Action
1151050,Casual
1151050,Racing
1151050,Sports
465170,Adventure
465170,Casual
1691170,Adventure
1691170,Casual
1691170,Indie
1691170,Simulation
879110,Indie
879110,Strategy
1067580,Indie
1067580,RPG
1067580,Strategy
1067580,Early Access
814480,Adventure
814480,Casual
814480,Free to Play
814480,Massively Multiplayer
814480,Simulation
1573180,Adventure
1573180,Simulation
1668950,Action
1668950,Adventure
1668950,Indie
1273220,Indie
1273220,Simulation
1273220,Strategy
1273220,Early Access
989040,Adventure
989040,Indie
989040,Simulation
206190,Action
206190,Indie
206190,Strategy
1233570,Action
1233570,Adventure
444490,Action
444490,Indie
444490,Massively Multiplayer
935860,Casual
935860,Indie
1008740,Adventure
1008740,Casual
1008740,Indie
945920,Action
945920,Adventure
945920,Indie
448370,Action
448370,Indie
628090,Strategy
1482940,Action
560710,Action
560710,Casual
560710,Indie
696360,RPG
843260,RPG
1393970,Casual
1393970,Indie
1613960,Action
1613960,Adventure
1613960,Casual
1613960,Indie
287100,Action
287100,Indie
755230,Indie
755230,Racing
1739770,Racing
1079470,Action
1079470,Indie
1114910,Action
1114910,Adventure
1114910,Casual
1114910,Indie
1114910,RPG
1114910,Strategy
1795170,Casual
1795170,Free to Play
1795170,Indie
1795170,Strategy
1358630,Free to Play
1358630,Indie
1358630,Sports
1951680,Action
1951680,Casual
1951680,Simulation
1381850,Simulation
1381850,Strategy
1232100,Action
1232100,Adventure
1232100,Indie
1714090,Action
1714090,Adventure
1714090,Casual
1807500,Casual
2004880,Adventure
2004880,Casual
2004880,Indie
1806830,Action
1806830,Adventure
1806830,Indie
1320990,Adventure
1320990,Indie
219680,Adventure
219680,Casual
219680,Indie
365680,Action
365680,Indie
793640,Action
793640,Casual
793640,Indie
1373270,Action
1373270,Adventure
1373270,Casual
1373270,Indie
1373270,RPG
1373270,Simulation
454730,Action
454730,Indie
454730,Strategy
249550,Indie
249550,Massively Multiplayer
249550,RPG
959930,Indie
959930,Strategy
977900,Action
977900,Casual
977900,Indie
461650,Adventure
461650,Indie
461650,RPG
923650,Adventure
923650,Indie
923650,Early Access
1241180,Adventure
1241180,Casual
1241180,Indie
1241180,RPG
1241180,Simulation
1241180,Strategy
1123340,Action
1123340,Adventure
1123340,Casual
1123340,Indie
2080480,Casual
2080480,Indie
1800650,Action
1800650,Adventure
1800650,Free to Play
1800650,Indie
1800650,Massively Multiplayer
1800650,RPG
1800650,Early Access
876200,Adventure
876200,Casual
876200,Indie
1660370,Action
1660370,Casual
1660370,Indie
1660370,Strategy
1279380,Action
1779810,Adventure
1779810,Indie
1075370,Action
1075370,Adventure
1075370,Indie
1606140,Indie
317440,Action
317440,Casual
317440,Indie
317440,Racing
317440,Simulation
317440,Sports
1329350,Action
1329350,Adventure
1329350,Indie
1329350,RPG
802740,Action
802740,Indie
776370,Casual
776370,Indie
1562270,Adventure
1562270,Casual
1562270,Indie
1403990,Adventure
1403990,Indie
1403990,RPG
1403990,Strategy
337210,Adventure
337210,Indie
337210,RPG
337210,Strategy
881930,Adventure
881930,Casual
881930,Indie
881930,Simulation
881930,Sports
881930,Strategy
1500390,Indie
1500390,RPG
1891920,Action
1891920,Adventure
1891920,Casual
1891920,Indie
1891920,RPG
1891920,Simulation
1891920,Strategy
1891920,Early Access
1535910,Casual
1535910,Indie
1771550,Casual
831670,Action
831670,Indie
886710,Casual
886710,Indie
886710,RPG
886710,Early Access
1704490,Adventure
1704490,Indie
1847110,Casual
1847110,Indie
1851620,Adventure
1851620,Casual
1851620,Free to Play
1851620,Indie
1584770,Casual
1584770,Simulation
734730,Strategy
437880,Adventure
437880,Casual
437880,Indie
1620390,Casual
1105410,Action
1105410,Adventure
1105410,Casual
1105410,Indie
1105410,RPG
1105410,Strategy
524540,Adventure
524540,Indie
524540,RPG
1031800,Adventure
1031800,Indie
1031800,RPG
847940,RPG
1308740,Action
1308740,Adventure
1308740,Casual
1308740,Indie
1308740,RPG
1308740,Early Access
1414090,Casual
607670,Casual
607670,Indie
607670,RPG
1300260,Action
1300260,Adventure
1300260,Indie
555750,Action
555750,Indie
353070,Adventure
353070,Casual
785940,Strategy
919040,Casual
919040,Indie
1027620,Indie
1027620,Simulation
1208220,Adventure
1208220,Indie
670330,Action
670330,Adventure
670330,Indie
1165350,Adventure
1165350,Casual
1165350,Indie
1165350,RPG
1165350,Simulation
1165350,Strategy
1562870,Casual
1562870,Indie
1509210,Indie
1806610,Casual
1806610,Indie
1806610,Strategy
1938740,Adventure
1938740,Indie
1938740,RPG
710090,Violent
710090,Action
710090,Free to Play
710090,Indie
1217880,Adventure
1217880,Indie
226120,Adventure
226120,Casual
226120,Indie
226120,Strategy
424870,Adventure
424870,Casual
424870,Indie
424870,RPG
424870,Strategy
1794730,Action
1794730,Casual
1794730,Indie
1794730,Early Access
1028660,Action
1028660,Casual
1028660,Sports
1231040,Adventure
1231040,Indie
1158410,Casual
1158410,Indie
1158410,Strategy
672870,Utilities
672870,Early Access
2360,Action
717780,Action
717780,Adventure
717780,Casual
717780,Indie
717780,Racing
381990,Action
381990,Adventure
381990,Casual
381990,Free to Play
381990,Massively Multiplayer
381990,Racing
381990,RPG
852090,Adventure
852090,Indie
852090,Simulation
619700,Action
619700,Racing
1505270,Action
1505270,Indie
1505270,RPG
1505270,Early Access
979690,Action
979690,Adventure
979690,Indie
979690,RPG
1072100,Action
1072100,Indie
1072100,Sports
391820,Free to Play
391820,Indie
391820,Simulation
664340,Indie
664340,RPG
318230,Action
318230,Adventure
318230,Indie
318230,RPG
318230,Strategy
1562940,RPG
612220,Action
612220,Adventure
612220,RPG
612220,Early Access
1555780,Adventure
1555780,Casual
1555780,Indie
1720200,Casual
1720200,Indie
1160850,Casual
1160850,Strategy
1264670,Action
1264670,Adventure
1264670,Indie
1264670,RPG
1557870,Indie
1557870,RPG
1804650,Adventure
1804650,Indie
1804650,Simulation
1804650,Strategy
1793910,Adventure
1793910,Casual
1793910,Indie
260000,Casual
260000,Indie
1650740,Adventure
1650740,Casual
453700,Indie
1848570,Action
1848570,Adventure
790020,Indie
790020,Racing
1314460,Indie
1330290,Action
1330290,Casual
1330290,Free to Play
1330290,Early Access
905330,Action
905330,Indie
905330,Racing
1872760,Action
1872760,Adventure
1872760,Free to Play
1872760,Indie
1872760,RPG
1872760,Strategy
1872760,Early Access
2016960,Action
2016960,Casual
2016960,Indie
2016960,Simulation
1441130,Adventure
1441130,Indie
1441130,RPG
1080410,Action
1080410,Adventure
1080410,Casual
1080410,Indie
1080410,Strategy
764890,Action
764890,Indie
764890,Sports
451900,Indie
451900,RPG
451900,Strategy
546350,Adventure
546350,Simulation
546350,Strategy
593700,Action
593700,Adventure
593700,Indie
341750,Adventure
341750,Indie
585840,Adventure
585840,Indie
307410,Sports
1967890,Casual
780630,Action
780630,Casual
780630,Indie
727570,Indie
727570,Simulation
727570,Strategy
727570,Early Access
1660270,Action
1660270,Casual
1660270,Indie
884470,Action
884470,Casual
884470,Indie
635260,Massively Multiplayer
635260,Racing
635260,Simulation
635260,Sports
1163600,RPG
734980,Casual
734980,Indie
734980,Simulation
734980,Strategy
734980,Early Access
930970,Action
930970,Casual
930970,Sports
930970,Strategy
1315630,Action
1315630,Adventure
1315630,Indie
1820160,Adventure
1820160,Indie
1449290,Casual
1449290,Indie
1449290,Simulation
538590,Action
538590,Adventure
538590,Casual
538590,Indie
359320,Action
359320,Adventure
359320,Massively Multiplayer
359320,RPG
359320,Simulation
359320,Strategy
1229590,Casual
1229590,Indie
866040,Casual
866040,Sports
1062070,Action
1062070,Free to Play
1062070,Indie
1269180,Adventure
1269180,Casual
696010,Adventure
696010,Casual
447780,Adventure
609170,Casual
609170,Indie
609170,Simulation
609170,Early Access
410850,Action
410850,RPG
636360,RPG
1796130,Action
1796130,Adventure
1796130,Indie
1796130,Simulation
1246060,Action
1246060,Adventure
1246060,Casual
1246060,Free to Play
1246060,Indie
1246060,Massively Multiplayer
1246060,RPG
1246060,Strategy
744400,Adventure
744400,Free to Play
744400,Indie
1122460,Action
1122460,Indie
1685530,Adventure
1685530,Casual
1685530,Free to Play
1685530,Massively Multiplayer
1685530,RPG
20,Action
1614500,Action
1614500,Adventure
1614500,Casual
545270,Sports
680330,Action
680330,Indie
680330,RPG
1274060,Action
1274060,Adventure
1274060,Strategy
668570,Action
668570,Casual
668570,Indie
828070,Adventure
828070,Indie
828070,RPG
821570,Action
821570,Casual
821570,Indie
821570,Sports
3620,Action
3620,Casual
1000470,Adventure
1000470,Indie
1000470,RPG
736860,Adventure
736860,Casual
736860,Indie
1794520,Casual
1794520,Indie
1343660,Casual
558420,Adventure
558420,Indie
572980,Action
694720,Action
694720,Massively Multiplayer
694720,Early Access
1180250,Casual
1180250,Indie
793630,Action
793630,Indie
1247880,Adventure
1247880,Casual
1247880,Indie
1247880,RPG
1247880,Simulation
1165010,Action
1165010,Adventure
1165010,Indie
1165010,Early Access
1565500,Action
1565500,Indie
1316460,Action
1316460,Adventure
1316460,Indie
1316460,RPG
1316460,Early Access
1131270,Adventure
1131270,Indie
1131270,Sports
1131270,Strategy
1131270,Early Access
599880,Violent
599880,Action
599880,Indie
404700,Casual
404700,Indie
1255920,Adventure
1255920,Casual
1255920,Indie
1255920,Simulation
889130,Action
889130,Adventure
889130,Indie
463070,Action
463070,Indie
211160,Action
211160,Adventure
700330,Action
700330,Free to Play
270330,Action
270330,Adventure
270330,Indie
1653640,Action
1653640,Casual
1653640,Indie
1653640,Simulation
1653640,Strategy
949420,Adventure
949420,Indie
1325910,Adventure
1325910,Indie
977790,Indie
977790,Simulation
522740,Action
459010,Action
459010,Indie
1116870,Adventure
1116870,Casual
1116870,Indie
923500,Indie
636930,Adventure
636930,Casual
636930,Free to Play
636930,Massively Multiplayer
636930,RPG
636930,Simulation
1026400,Indie
671510,Action
671510,Adventure
671510,RPG
833180,Action
833180,Indie
833180,RPG
833180,Simulation
833180,Strategy
2810,Strategy
1198070,Adventure
1198070,Casual
1210030,Adventure
1210030,Indie
1210030,Simulation
768110,Action
768110,Adventure
768110,Simulation
826600,Indie
826600,Massively Multiplayer
826600,RPG
826600,Strategy
374460,Action
374460,Casual
374460,Indie
374460,Sports
477290,Indie
552910,Strategy
523940,Action
523940,Casual
523940,Indie
446020,Adventure
446020,Indie
446020,Simulation
1458930,Adventure
1458930,Casual
1458930,Indie
566800,Action
566800,Indie
566800,Early Access
674750,Action
674750,Indie
2420,Action
2420,Indie
2420,RPG
327070,Action
327070,Adventure
327070,Indie
327070,Massively Multiplayer
327070,RPG
327070,Simulation
327070,Early Access
272010,Adventure
272010,Casual
272010,Indie
272010,RPG
521350,Casual
521350,Indie
1790380,Free to Play
1790380,RPG
1790380,Strategy
1177000,Strategy
628670,Action
628670,Adventure
628670,Indie
628670,RPG
1536260,Casual
1536260,Indie
1536260,Simulation
1904530,Action
1904530,RPG
671540,Indie
1581880,Action
1581880,Indie
1283060,Adventure
1283060,Casual
1283060,Indie
1656850,Casual
1681120,Action
1681120,Adventure
1681120,Casual
1681120,Indie
1681120,Simulation
656600,Action
656600,Casual
656600,Indie
1687470,Action
1687470,Adventure
1687470,Indie
1687470,RPG
1687470,Strategy
1687470,Early Access
876270,Casual
876270,Indie
876270,Simulation
876270,Sports
1140410,Indie
1140410,RPG
1140410,Simulation
1046750,Action
1046750,Indie
959590,Casual
959590,Indie
959590,Sports
1987060,Adventure
1987060,Casual
1987060,Indie
1987060,RPG
1987060,Simulation
879600,Casual
879600,Indie
879600,Simulation
879600,Strategy
811630,Indie
1623080,Casual
1623080,Indie
1623080,Simulation
1795390,Action
1795390,Racing
1795390,Sports
1795390,Early Access
568860,Action
568860,Casual
568860,Strategy
1071770,Casual
1668130,Simulation
1668130,Strategy
625780,Adventure
625780,Indie
625780,RPG
1285450,Adventure
1285450,Indie
726320,Adventure
726320,Indie
383790,Action
383790,Indie
1831790,Casual
1831790,RPG
1831790,Simulation
1660040,Casual
1660040,Indie
1584350,Action
1584350,Adventure
1584350,Indie
1584350,Simulation
1584350,Strategy
1868980,Indie
323380,Action
323380,Adventure
323380,Indie
323380,Simulation
323380,Strategy
819060,Simulation
814310,Action
814310,Adventure
814310,Free to Play
814310,Indie
814310,Massively Multiplayer
814310,Simulation
814310,Early Access
1819960,Action
1819960,Casual
1819960,Indie
1819960,Strategy
1819960,Early Access
622720,Indie
622720,Simulation
622720,Strategy
238090,Action
238090,Adventure
1111200,Action
1111200,Casual
1111200,Indie
1111200,Racing
1111200,Sports
2026510,Casual
2026510,Indie
2026510,RPG
2026510,Simulation
2026510,Strategy
1902830,Indie
1902830,Racing
1902830,Simulation
1803620,Indie
1803620,Simulation
1803620,Strategy
1803620,Early Access
1172980,Adventure
1172980,Free to Play
1172980,Indie
1172980,RPG
783090,Action
783090,Casual
783090,Indie
565690,Adventure
565690,Casual
565690,Indie
1511240,Adventure
1855020,Casual
1945060,Action
1945060,Casual
1945060,Free to Play
1945060,Indie
489440,Adventure
489440,Casual
489440,Indie
796370,Adventure
796370,Indie
868360,Indie
868360,Simulation
868360,Strategy
765900,Adventure
914260,Action
914260,Adventure
914260,Massively Multiplayer
671240,Adventure
671240,Casual
671240,Indie
671240,RPG
671240,Simulation
671240,Strategy
1034740,Action
1034740,Adventure
1034740,Free to Play
1034740,Indie
1860500,Casual
1860500,Indie
1860500,Strategy
975410,Casual
975410,Indie
422110,Action
422110,Indie
422110,Sports
684820,Action
684820,Adventure
684820,Indie
516550,Action
516550,Adventure
516550,Indie
1563530,Casual
1563530,Indie
1796910,Casual
1595300,Action
1595300,Adventure
1595300,Casual
1595300,Indie
1595300,Strategy
1851330,Action
1851330,Free to Play
1851330,Massively Multiplayer
1851330,RPG
1851330,Simulation
1851330,Strategy
452320,Indie
452320,Strategy
228400,Action
228400,Simulation
1443680,Casual
1443680,Indie
1142130,Action
1142130,Free to Play
1142130,Indie
1142130,Strategy
1030530,Action
1030530,Casual
1030530,Indie
1030530,Strategy
260410,Casual
260410,Free to Play
260410,Indie
918620,Casual
918620,Indie
918620,Strategy
644390,Strategy
834880,Simulation
834880,Early Access
694420,Adventure
1770180,Action
711300,Action
711300,Indie
711300,Early Access
1921250,Action
1921250,Indie
300160,Casual
300160,Simulation
300160,Strategy
954150,Casual
954150,Indie
954150,Simulation
1024530,Casual
977640,Adventure
977640,Casual
977640,Indie
977640,Simulation
1380750,Action
1380750,Adventure
1380750,Casual
1380750,Indie
1380750,Early Access
847290,Adventure
847290,Indie
847290,RPG
1901380,Adventure
1901380,Casual
1901380,Indie
1369980,Action
1369980,Adventure
1369980,Indie
1369980,RPG
1369980,Early Access
378720,Indie
378720,RPG
378720,Strategy
467990,Action
467990,Indie
552990,Action
552990,Free to Play
552990,Massively Multiplayer
552990,Simulation
945240,Action
945240,Adventure
945240,Indie
353640,Action
353640,Adventure
353640,Casual
353640,Indie
353640,Simulation
353640,Strategy
1532920,Casual
1532920,Indie
670430,Action
670430,Adventure
670430,Casual
670430,Indie
670430,Simulation
252530,Casual
252530,Simulation
1708730,Action
1708730,Indie
1708730,Racing
1708730,Simulation
1708730,Sports
1708730,Early Access
1064690,Adventure
1064690,Casual
1064690,Indie
1064690,RPG
607160,Action
607160,Casual
607160,Indie
607160,Early Access
1209140,Action
1209140,Adventure
1209140,Indie
360530,Action
360530,Indie
397970,Adventure
397970,Casual
1717880,Action
1717880,Adventure
1717880,Casual
1717880,Indie
985000,Adventure
985000,Indie
985000,Early Access
315110,Action
315110,Indie
763750,Action
763750,Adventure
763750,Indie
763750,RPG
763750,Strategy
1758100,Indie
431710,Adventure
431710,Indie
824440,Adventure
824440,Indie
876810,Casual
876810,Indie
376520,Adventure
376520,Indie
1365010,Action
1365010,Indie
672630,Indie
672630,Simulation
672630,Strategy
1647940,Casual
1647940,Indie
1647940,Simulation
1231740,RPG
717820,Action
717820,Indie
1000280,Indie
1000280,RPG
1500020,Casual
1500020,Indie
1500020,RPG
1500020,Simulation
1500020,Strategy
513510,Action
513510,Casual
513510,Indie
1215660,Action
1215660,Adventure
1215660,Indie
1215660,Strategy
373600,Action
373600,Indie
1140500,Adventure
1019910,Action
1019910,Adventure
1019910,Casual
1019910,Indie
1019910,Strategy
545860,Action
545860,Adventure
545860,Casual
1430120,Casual
1430120,Indie
1513790,Simulation
41050,Action
41050,Indie
933940,Indie
1340600,Casual
1340600,Indie
740300,Casual
740300,Indie
740300,Early Access
750500,Action
750500,Indie
458480,Adventure
458480,Casual
747470,Action
747470,Indie
897120,Free to Play
897120,Indie
897120,Simulation
1003830,Action
1003830,Adventure
1003830,Indie
937970,Action
937970,Adventure
937970,Casual
937970,Indie
937970,Racing
937970,Simulation
791500,Casual
791500,Strategy
787300,Violent
787300,Action
787300,Adventure
787300,Indie
787300,RPG
1279410,Action
711330,Adventure
711330,Indie
711330,RPG
983160,Action
983160,Casual
983160,Indie
983160,Racing
1294760,Action
1294760,Adventure
1294760,Indie
1294760,Simulation
1294760,Early Access
682450,Action
682450,Indie
1036750,Casual
1036750,Indie
1036750,Simulation
736710,Action
736710,Adventure
736710,Casual
736710,Indie
736710,RPG
1151370,Action
1151370,Indie
800290,Action
800290,Casual
800290,Indie
800290,Strategy
687490,Casual
687490,Indie
687490,Simulation
687490,Strategy
1120970,Action
1120970,Casual
1120970,Indie
1120970,Strategy
1327820,Adventure
1327820,Indie
1327820,Simulation
105800,Action
105800,Casual
105800,Indie
773610,Action
773610,Adventure
773610,Indie
428210,Action
428210,Adventure
428210,Indie
12370,Strategy
989860,Indie
297110,Casual
297110,Indie
444090,Action
444090,Free to Play
501850,Adventure
501850,Casual
501850,Indie
501850,Racing
771960,Simulation
1054110,Adventure
1054110,Indie
530240,Action
1129180,Casual
1129180,Indie
1828740,Indie
1828740,Simulation
1359300,Casual
1359300,Free to Play
1359300,RPG
774191,Casual
774191,Indie
1856550,Adventure
1856550,Indie
1163960,Adventure
1163960,Casual
719310,Simulation
719310,Strategy
849670,Action
849670,Indie
894310,Casual
894310,Indie
894310,RPG
999660,Action
1585160,Casual
1585160,Indie
1585160,Strategy
1617450,Casual
354810,Indie
929420,Casual
628560,Action
628560,Adventure
444720,Action
444720,Adventure
444720,Indie
444720,RPG
1020450,Action
1020450,Casual
1020450,Indie
1020450,Simulation
1020450,Early Access
740200,Action
740200,Adventure
740200,Casual
740200,Indie
1700690,Casual
416550,Action
416550,Indie
1707310,Free to Play
1707310,Indie
1707310,Early Access
1937840,Adventure
1937840,Free to Play
1937840,Indie
607660,Adventure
607660,Indie
607660,Simulation
239070,Action
239070,Adventure
239070,Indie
239070,RPG
422640,Casual
422640,Indie
422640,Racing
690370,Indie
690370,Simulation
690370,Strategy
690370,Early Access
263060,Action
263060,Indie
908560,Action
908560,Adventure
908560,Indie
816170,Adventure
816170,Indie
1724190,Casual
1724190,Free to Play
1724190,Indie
1724190,Early Access
730300,Action
730300,Casual
730300,Indie
310510,Action
310510,Adventure
310510,Indie
310510,RPG
310510,Strategy
1343090,Adventure
1343090,Casual
1343090,Indie
973860,Action
973860,Casual
973860,Indie
491180,Action
491180,Adventure
491180,Indie
1623700,Adventure
1623700,Casual
1623700,Indie
1623700,Simulation
589450,Adventure
589450,Indie
635980,Action
635980,Indie
314240,Adventure
314240,Indie
314240,RPG
314240,Simulation
314240,Strategy
598340,Action
1919650,Casual
1919650,Strategy
813970,Action
813970,Adventure
813970,Casual
813970,Indie
813970,RPG
1025890,Free to Play
1025890,Indie
1133730,Free to Play
1133730,Massively Multiplayer
1133730,RPG
1133730,Strategy
1299370,Indie
280520,Action
280520,Adventure
280520,Indie
280520,RPG
1490850,Indie
1490850,Video Production
1574620,Casual
1574620,Strategy
1602700,Adventure
1602700,Casual
1602700,Indie
1823910,Casual
1823910,Indie
1823910,Strategy
456430,Casual
456430,Indie
793410,Indie
793410,RPG
1179110,Action
1179110,Free to Play
1179110,Indie
1179110,RPG
603610,Action
603610,Indie
603610,Early Access
1561980,Action
1561980,Massively Multiplayer
1561980,Simulation
1561980,Sports
1005000,Casual
1005000,Simulation
1005000,Strategy
727140,Casual
727140,Indie
684400,Violent
684400,Action
684400,Indie
684400,Massively Multiplayer
1946330,Action
1864590,Action
1864590,Casual
1864590,Free to Play
1864590,Indie
1864590,RPG
1694020,Action
1694020,Indie
508300,RPG
508300,Simulation
508300,Strategy
1209440,Casual
1209440,Indie
1209440,Sports
1163150,Adventure
1163150,Casual
1163150,Indie
1163150,RPG
403940,Action
403940,Indie
403940,RPG
831060,Adventure
831060,Casual
831060,Indie
1517350,Casual
1517350,Indie
1856840,Action
1856840,Adventure
1856840,Indie
1856840,RPG
990940,Adventure
990940,Casual
990940,Indie
990940,Simulation
990940,Strategy
1553890,Casual
1553890,Indie
1553890,RPG
1553890,Simulation
1553890,Strategy
1553890,Early Access
774361,Action
774361,Adventure
774361,Indie
1600260,Casual
1600260,Indie
456160,Action
456160,Indie
456160,Sports
456160,Strategy
621170,Action
621170,Casual
621170,Indie
1124990,Action
1124990,Indie
550870,Adventure
550870,Casual
550870,Indie
550870,Racing
550870,Simulation
975680,Action
31840,Adventure
1596580,Action
1596580,Indie
1596580,RPG
1596580,Simulation
1596580,Strategy
1596580,Early Access
578830,Adventure
578830,Casual
578830,Indie
578830,RPG
578830,Simulation
578830,Strategy
1477050,Indie
1477050,RPG
1477050,Strategy
1003560,Action
1003560,Casual
1003560,Indie
1682840,Action
1682840,Indie
395860,Adventure
395860,Casual
395860,Indie
1134140,Action
1134140,Casual
1134140,Indie
1134140,Early Access
361990,Indie
1822450,Simulation
1822450,Early Access
293740,Indie
1019340,Casual
1019340,Free to Play
1019340,Indie
1019340,Strategy
252090,Indie
252090,Simulation
252090,Early Access
1345360,Casual
1345360,Indie
1345360,Simulation
1345360,Sports
1345360,Strategy
455690,Adventure
455690,Casual
455690,Indie
455690,Simulation
455690,Sports
455690,Strategy
393790,Action
393790,Casual
393790,Free to Play
393790,Indie
393790,Early Access
1424790,Action
1424790,Adventure
1424790,Casual
1424790,Indie
1424790,Simulation
1257520,Adventure
1257520,Casual
1257520,Indie
1257520,RPG
1812920,Action
1812920,Adventure
1812920,Indie
1812920,Early Access
934810,Adventure
934810,Indie
934810,RPG
385580,Indie
1044110,Adventure
1044110,Casual
1044110,Indie
1044110,Strategy
1044110,Early Access
2051250,RPG
1299600,Casual
1299600,Indie
1299600,Simulation
1299600,Strategy
468650,Action
468650,Adventure
468650,Indie
1041140,Casual
1041140,Indie
1375160,Adventure
1375160,Indie
1056350,Indie
1056350,Strategy
2059790,Adventure
2059790,Indie
2059790,RPG
2059790,Strategy
1269810,Indie
1269810,RPG
1303050,Action
1303050,Adventure
991260,Action
991260,RPG
511330,Adventure
511330,Casual
511330,Indie
511330,Simulation
1399930,Casual
1399930,Indie
1399930,Strategy
891700,Casual
1850570,Action
1850570,Adventure
1936240,Action
1936240,Adventure
1936240,Casual
1936240,Indie
1936240,Massively Multiplayer
1936240,Racing
1936240,RPG
1936240,Simulation
1936240,Sports
1936240,Early Access
1058570,Action
1058570,Indie
1058570,Racing
234080,Action
234080,Adventure
1559810,Action
1559810,Casual
1559810,Indie
778150,Adventure
778150,Casual
778150,Indie
593680,Action
593680,Indie
1920420,Action
1920420,Indie
545200,Casual
545200,Sports
1247640,Adventure
1247640,Casual
1247640,Indie
1247640,RPG
1247640,Simulation
1247640,Strategy
1670700,Indie
1670700,Simulation
1670700,Strategy
1470020,Adventure
1470020,RPG
1470020,Early Access
340370,Adventure
340370,Casual
1274430,Adventure
1274430,Casual
1274430,Indie
1274430,RPG
1274430,Simulation
977340,Indie
1167730,Indie
343710,Adventure
343710,Indie
659860,Strategy
1293740,Adventure
1293740,Indie
1293740,RPG
1293740,Strategy
1452540,Action
1452540,Adventure
1452540,Indie
1798880,Action
1798880,Adventure
1798880,Indie
749270,Casual
749270,Indie
749270,Simulation
749270,Strategy
842070,Adventure
842070,Casual
842070,RPG
1382530,Casual
1122760,Indie
496260,Adventure
496260,Casual
1142070,Action
1142070,Adventure
1142070,Casual
1142070,Indie
1142070,RPG
1672930,Adventure
1672930,Indie
1672930,RPG
1672930,Strategy
1672930,Early Access
960270,Casual
960270,Free to Play
960270,Indie
960270,Simulation
460780,Adventure
460780,Indie
460780,RPG
460780,Strategy
1397920,Casual
1397920,Free to Play
1397920,Indie
1397920,Simulation
1322270,Adventure
1322270,Indie
968360,Action
968360,Casual
968360,Indie
968360,Massively Multiplayer
968360,Early Access
1782230,Casual
1782230,Indie
1539890,Casual
1539890,Indie
600140,Action
600140,Casual
600140,Free to Play
600140,Indie
600140,Strategy
619550,Casual
619550,Indie
619550,Simulation
633430,Action
633430,Indie
2027350,Indie
1699690,Strategy
892470,Casual
892470,Indie
892470,Strategy
1325080,Action
1325080,Indie
1325080,Massively Multiplayer
276440,Casual
276440,Indie
276440,Strategy
1642250,Action
1642250,Adventure
1642250,Casual
1642250,Indie
1511850,Action
1511850,Adventure
1640100,Casual
1640100,Indie
1640100,Strategy
365860,Action
676440,Action
676440,Indie
895550,Casual
895550,Indie
1083500,Action
1083500,Free to Play
1083500,Massively Multiplayer
857890,Action
857890,Adventure
857890,Indie
857890,RPG
857890,Strategy
857890,Early Access
1188080,Adventure
1188080,Indie
1160880,Adventure
1160880,Casual
1160880,Indie
1160880,RPG
1160880,Strategy
1164550,Casual
1164550,Indie
1164550,Sports
737490,Adventure
737490,Free to Play
737490,RPG
1384440,Casual
1384440,Indie
1384440,Simulation
1112930,Indie
1112930,RPG
1434510,Casual
